organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,task_is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-08 06:36:00,2799060,1SPT,2537893,t,AMCR,American Crow,CORVUS BRACHYRHYNCHOS,Aves,542.00,600.82,29.00,0,12000,5382265,1,Song,1,,t,1,Siena Blier,4251,4251,f,12,36,,686,461426,454132,72,12,36,,686,461334,454224,72,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537893,https://portal.wildtrax.ca/media/aru_tag_clips/f1/5d/b4/4c-be87-4a7e-9e8c-fbc04d750722/6837ff27d9dd4d7e9f684305df73a623.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/f1/5d/b4/4c-be87-4a7e-9e8c-fbc04d750722/f068e36d26224c099c9c3cfa9bcf17cf.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-08 08:36:00,2799065,1SPT,2537898,t,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,Aves,64.00,600.82,7.00,0,12000,5382390,1,Song,1,1,t,1,Siena Blier,4251,4892,f,6,77,,287,168549,178528,97,6,77,,287,168213,178558,96,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537898,https://portal.wildtrax.ca/media/aru_tag_clips/2f/91/4f/37-7636-43d0-b5ab-12ca57dad2b5/eee5b5cc677e43d5bbd5f0ef7aa5395a.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/2f/91/4f/37-7636-43d0-b5ab-12ca57dad2b5/372d71f8b1ac4b7b9c460faa8978da24.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-09 04:36:00,2799068,1SPT,2537901,t,BRCR,Brown Creeper,CERTHIA AMERICANA,Aves,186.00,600.82,5.00,0,12000,5382296,1,Song,1,,t,1,Siena Blier,4251,4251,t,12,91,,2260,146484,175934,9,12,91,,2260,146606,176147,8,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537901,https://portal.wildtrax.ca/media/aru_tag_clips/68/5a/46/eb-e2e1-4542-818f-c5c3b64e2584/949401ce15f74a73914f6bce7b0b43a6.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/68/5a/46/eb-e2e1-4542-818f-c5c3b64e2584/2ca9835dff334085b2baeba409bca287.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-09 05:36:00,2799066,1SPT,2537899,t,BCCH,Black-capped Chickadee,POECILE ATRICAPILLUS,Aves,142.00,600.82,11.00,0,12000,5382283,1,Song,1,,t,1,Siena Blier,4251,4251,f,81,83,,730,998993,999207,1,85,83,,728,0,999969,0,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537899,https://portal.wildtrax.ca/media/aru_tag_clips/df/41/e6/ae-7569-4986-b98f-8dd9fcd66bf7/85d96a2393b64b3698fbf324b6ea7721.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/df/41/e6/ae-7569-4986-b98f-8dd9fcd66bf7/e07b3970c2b74a34b9dcb32ea1569016.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-09 05:36:00,2799066,1SPT,2537899,t,EUST,European Starling,STURNUS VULGARIS,Aves,394.00,600.82,11.00,0,12000,5382333,1,Song,1,5,t,1,Siena Blier,4251,4892,f,77,43,,1143,258087,289062,78,77,44,,1143,258362,289307,77,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537899,https://portal.wildtrax.ca/media/aru_tag_clips/df/41/e6/ae-7569-4986-b98f-8dd9fcd66bf7/4d9e08c31a154b98bbc0469a8662fa0b.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/df/41/e6/ae-7569-4986-b98f-8dd9fcd66bf7/ce0aca5494f14699813d41649f5669e6.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-10 05:36:00,2799078,1SPT,2537911,t,TRES,Tree Swallow,TACHYCINETA BICOLOR,Aves,396.00,600.82,3.00,0,12000,5382403,1,Song,1,1,t,1,Siena Blier,4251,4251,f,60,16,,262,325226,411682,71,60,17,,262,324921,411713,71,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537911,https://portal.wildtrax.ca/media/aru_tag_clips/aa/ee/8a/38-4adf-4472-a486-b794460d86e8/677badf688dd440aa1b53d0ff3a5d1b0.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/aa/ee/8a/38-4adf-4472-a486-b794460d86e8/ef280a35106147f2b35306ab90b6b329.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-10 06:36:00,2799076,1SPT,2537909,t,EAKI,Eastern Kingbird,TYRANNUS TYRANNUS,Aves,234.00,600.82,5.00,0,12000,5382328,1,Song,1,1,t,1,Siena Blier,4251,4892,f,49,75,,946,147919,171906,29,49,75,,946,147797,171875,30,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537909,https://portal.wildtrax.ca/media/aru_tag_clips/c6/c5/11/3a-2d1e-4dba-8b71-de7c6fd2fb51/b46416ddcdb340e1b3d48eef8d38356c.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c6/c5/11/3a-2d1e-4dba-8b71-de7c6fd2fb51/f45bba642d344021b520a6f4a994ca9a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-10 07:36:00,2799077,1SPT,2537910,t,BAOR,Baltimore Oriole,ICTERUS GALBULA,Aves,334.00,600.82,5.00,0,12000,5382279,1,Song,1,5,t,1,Siena Blier,4251,4892,f,70,34,,1111,230927,237915,47,70,34,,1111,225830,237915,47,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537910,https://portal.wildtrax.ca/media/aru_tag_clips/c6/f4/67/75-a4a4-4ea4-a526-fe215e37d81a/9d8ef72f20b64d65a9de360941a9ba50.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c6/f4/67/75-a4a4-4ea4-a526-fe215e37d81a/cc63e0ed73314cbf97301d84710860b4.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-10 07:36:00,2799077,1SPT,2537910,t,HETH,Hermit Thrush,CATHARUS GUTTATUS,Aves,492.00,600.82,3.00,0,12000,5382343,1,Song,1,1,t,1,Siena Blier,4251,4251,f,74,76,,1126,170898,188385,50,74,76,,1126,170959,189484,45,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537910,https://portal.wildtrax.ca/media/aru_tag_clips/c6/f4/67/75-a4a4-4ea4-a526-fe215e37d81a/1805ec7f39ef4355b9b8cdfdc9b07422.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c6/f4/67/75-a4a4-4ea4-a526-fe215e37d81a/d2f8c6b552b04351966f570250b5d189.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-11 04:36:00,2799079,1SPT,2537912,t,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,Aves,328.00,600.82,5.00,0,12000,5382391,1,Song,1,1,t,1,Siena Blier,4251,4892,f,3,2,,957,135864,142059,95,3,2,,957,135773,141357,99,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537912,https://portal.wildtrax.ca/media/aru_tag_clips/e8/59/24/f4-3dc5-43b0-8999-4b4b008e5f8e/35c3e5df027e49cbab65d6b39829a7a9.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/e8/59/24/f4-3dc5-43b0-8999-4b4b008e5f8e/e9ba5690c74e4bbaa038100eb9bb3863.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-11 07:36:00,2799086,1SPT,2537919,t,AMCR,American Crow,CORVUS BRACHYRHYNCHOS,Aves,72.00,600.82,9.00,0,12000,5382266,1,Song,1,,t,1,Siena Blier,4251,4251,f,6,31,,310,165344,183289,74,6,31,,310,165375,182953,75,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537919,https://portal.wildtrax.ca/media/aru_tag_clips/52/ee/40/07-7a44-4bf0-b270-016c966b9979/30c65a00ec4946a8a35e5be64ca89757.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/52/ee/40/07-7a44-4bf0-b270-016c966b9979/5f6f413086a4459b96f9b29453c3ac11.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-11 08:36:00,2799087,1SPT,2537920,t,BAOR,Baltimore Oriole,ICTERUS GALBULA,Aves,138.00,600.82,5.00,0,12000,5382277,1,Song,1,5,t,1,Siena Blier,4251,4892,f,17,77,,118,691895,470917,20,17,77,,118,691345,470612,21,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537920,https://portal.wildtrax.ca/media/aru_tag_clips/26/98/e9/3d-a548-4578-b502-7eb8534474eb/8dd2190189f3454c93f766ff441afc6e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/26/98/e9/3d-a548-4578-b502-7eb8534474eb/c167363d8d154e2f8c92b7bae8286279.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 05:35:00,2799089,1SPT,2537922,t,BLJA,Blue Jay,CYANOCITTA CRISTATA,Aves,542.00,600.82,3.00,0,12000,5382291,1,Song,1,1,t,1,Siena Blier,4251,1467,f,62,50,,426,110748,108734,11,62,50,,426,110565,108612,13,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537922,https://portal.wildtrax.ca/media/aru_tag_clips/a7/3f/ef/3d-5446-4d0f-b6fd-9b8362ac833c/7f3369195c5b4f65b5cd97475da42ee8.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/a7/3f/ef/3d-5446-4d0f-b6fd-9b8362ac833c/14ed63a0d6fd41958dec1227002efd4c.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 06:35:00,2799091,1SPT,2537924,t,AMRO,American Robin,TURDUS MIGRATORIUS,Aves,198.00,600.82,17.00,0,12000,5382273,1,Song,1,,t,1,Siena Blier,4251,4251,f,74,31,,738,998932,999969,0,76,31,,739,0,999969,0,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537924,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/1a72cf87143d4b50aca1b2728fa67933.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/19f8eb22cda74a2d9ea6b3eeb8a25dcc.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 06:35:00,2799091,1SPT,2537924,t,OVEN,Ovenbird,SEIURUS AUROCAPILLA,Aves,230.00,600.82,9.00,0,12000,5382370,1,Song,1,1,t,1,Siena Blier,4251,4251,f,86,85,,1290,140411,141541,98,86,85,,1290,140320,141571,98,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537924,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/e3c3cc00f7a4466fb706a61f5c1917da.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/e629403e173c41f098de93a55a79d590.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 06:35:00,2799091,1SPT,2537924,t,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,Aves,330.00,600.82,7.00,0,12000,5382389,1,Song,1,1,t,1,Siena Blier,4251,4892,f,18,29,,1367,168304,128632,48,18,29,,1367,167755,128723,51,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537924,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/8a0a0a037b294ce1ad6873736354342e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/ca6d890c56d54d0196c02a0ae3c71df8.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 06:35:00,2799091,1SPT,2537924,t,NOCA,Northern Cardinal,CARDINALIS CARDINALIS,Aves,460.00,600.82,7.00,0,12000,5382362,1,Song,1,,t,1,Siena Blier,4251,4251,f,60,21,,1223,141418,141296,99,60,21,,1223,141327,140656,0,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537924,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/86000d3a1c5e4f6a9a037bddab768fd1.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9b/d0/eb/29-8b30-4f11-929a-8afa93583604/53a25b7dc09b4592b51ef10c3b7abfc2.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 07:35:00,2799098,1SPT,2537931,t,CORA,Common Raven,CORVUS CORAX,Aves,466.00,600.82,3.00,0,12000,5382321,1,Song,1,1,t,1,Siena Blier,4251,4892,f,80,99,,28,188477,260529,68,80,99,,28,188385,259796,71,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537931,https://portal.wildtrax.ca/media/aru_tag_clips/de/8c/da/b8-d6a5-40a4-afba-8b5ec355663a/10d8e910b79e40d4ac2ce10b74394861.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/de/8c/da/b8-d6a5-40a4-afba-8b5ec355663a/91f0eade370a4e8b80b8ab9cb4744169.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 08:35:00,2799093,1SPT,2537926,t,WOTH,Wood Thrush,HYLOCICHLA MUSTELINA,Aves,262.00,600.82,3.00,0,12000,5382418,1,Song,1,1,t,1,Siena Blier,4251,4892,f,28,85,,219,206635,212341,46,28,85,,219,206818,212128,47,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537926,https://portal.wildtrax.ca/media/aru_tag_clips/c9/37/58/54-8408-44d5-8c15-386da706c8c8/6ee54d810d5d41eba3d131e3be0c59cd.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c9/37/58/54-8408-44d5-8c15-386da706c8c8/85614b0e97404e5b960922968d63d11e.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-12 08:35:00,2799093,1SPT,2537926,t,ATSP,American Tree Sparrow,SPIZELLOIDES ARBOREA,Aves,350.00,600.82,3.00,0,12000,5382276,1,Song,1,1,t,1,Siena Blier,4251,4892,f,69,96,,130,166016,217896,24,69,96,,130,166199,217957,23,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2537926,https://portal.wildtrax.ca/media/aru_tag_clips/c9/37/58/54-8408-44d5-8c15-386da706c8c8/7ec3ab86c0e6417faacf15f99a6d044f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c9/37/58/54-8408-44d5-8c15-386da706c8c8/873822369d79463eace52d3ec8d0f3a2.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-13 06:35:00,2799100,1SPT,2537933,t,BHVI,Blue-headed Vireo,VIREO SOLITARIUS,Aves,398.00,600.82,3.00,0,12000,5382292,1,Song,1,1,t,1,Siena Blier,4251,4251,f,11,67,,447,222076,298889,49,11,67,,447,221832,299255,48,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537933,https://portal.wildtrax.ca/media/aru_tag_clips/52/7e/92/18-b3b4-42d9-947b-624ffc1ed3ff/db7f4c03565541769696ec47ad976e5b.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/52/7e/92/18-b3b4-42d9-947b-624ffc1ed3ff/6840cb8c589649f4a14d2cb16be8e151.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-13 07:35:00,2799101,1SPT,2537934,t,RUGR,Ruffed Grouse,BONASA UMBELLUS,Aves,150.00,600.82,5.00,0,12000,5382393,1,Song,1,1,t,1,Siena Blier,4251,4251,f,67,38,,23184,0,999969,0,69,38,,23155,0,999969,0,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537934,https://portal.wildtrax.ca/media/aru_tag_clips/66/39/44/b6-f5ac-48f7-89cc-5d0a1af416b0/2a355013f0e143afa106f6dbd26f9e45.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/66/39/44/b6-f5ac-48f7-89cc-5d0a1af416b0/a9fd9a6054a94bb2a4e89ed967ded0e9.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-13 08:35:00,2799109,1SPT,2537942,t,EAWP,Eastern Wood-Pewee,CONTOPUS VIRENS,Aves,592.00,600.82,5.00,0,12000,5382330,1,Song,1,,t,1,Siena Blier,4251,4251,f,41,46,,1272,395477,545471,26,41,46,,1272,395386,545410,27,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537942,https://portal.wildtrax.ca/media/aru_tag_clips/04/49/1e/ca-bd4b-4d1b-a5b0-995751252192/514476c697854a7ea16dfcd059fbe052.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/04/49/1e/ca-bd4b-4d1b-a5b0-995751252192/5bf7442bc1d04eadb7f82a8b29efec0a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-14 05:35:00,2799103,1SPT,2537936,t,RWBL,Red-winged Blackbird,AGELAIUS PHOENICEUS,Aves,300.00,600.82,15.00,0,12000,5382384,1,Song,1,,t,1,Siena Blier,4251,4251,f,12,41,,1221,128265,131317,63,12,41,,1221,127991,131500,62,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537936,https://portal.wildtrax.ca/media/aru_tag_clips/34/19/ce/a3-9dfc-41b1-86ab-b868b21358f8/ba95753f393746f6a0f3e40597d0e887.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/34/19/ce/a3-9dfc-41b1-86ab-b868b21358f8/3cd599529b0f455bb15a9cbc1e9736f0.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-14 05:35:00,2799103,1SPT,2537936,t,EVGR,Evening Grosbeak,COCCOTHRAUSTES VESPERTINUS,Aves,328.00,600.82,5.00,0,12000,5382335,1,Song,1,1,t,1,Siena Blier,4251,4251,f,28,53,,1486,114136,122803,22,28,53,,1486,113892,122742,22,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537936,https://portal.wildtrax.ca/media/aru_tag_clips/34/19/ce/a3-9dfc-41b1-86ab-b868b21358f8/272c83341af34313a7813d74e428b20d.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/34/19/ce/a3-9dfc-41b1-86ab-b868b21358f8/66df8f0ad10444349a3cf3319dbd910a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-14 06:35:00,2799104,1SPT,2537937,t,WAVI,Warbling Vireo,VIREO GILVUS,Aves,70.00,600.82,21.00,0,12000,5382406,1,Song,1,5,t,1,Siena Blier,4251,4892,f,59,27,,416,536194,401855,41,59,27,,416,536163,401703,41,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537937,https://portal.wildtrax.ca/media/aru_tag_clips/f1/fa/b6/87-b224-4c68-a0b7-b6d35253b8ab/ef939a4b452547eda025e69ec96d2b34.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/f1/fa/b6/87-b224-4c68-a0b7-b6d35253b8ab/abf4f8455dec4277ae13629a1c885268.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-14 08:35:00,2799111,1SPT,2537944,t,NRWS,Northern Rough-winged Swallow,STELGIDOPTERYX SERRIPENNIS,Aves,424.00,600.82,3.00,0,12000,5382367,1,Song,1,1,t,1,Siena Blier,4251,4892,f,82,14,,751,106293,92499,47,82,14,,751,106232,92163,47,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537944,https://portal.wildtrax.ca/media/aru_tag_clips/f8/54/69/65-b758-4a23-8778-fa0efeba9763/36313251a94045ff840d22f90c439edb.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/f8/54/69/65-b758-4a23-8778-fa0efeba9763/86f6e182a22a440fa097ce3a7cffd9a1.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-14 08:35:00,2799111,1SPT,2537944,t,PIGR,Pine Grosbeak,PINICOLA ENUCLEATOR,Aves,448.00,600.82,3.00,0,12000,5382377,1,Song,1,1,t,1,Siena Blier,4251,4892,f,98,4,,885,93079,110626,12,98,4,,884,93231,110687,12,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537944,https://portal.wildtrax.ca/media/aru_tag_clips/f8/54/69/65-b758-4a23-8778-fa0efeba9763/a757adf9aa8f47f0ad5f0741e54a10df.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/f8/54/69/65-b758-4a23-8778-fa0efeba9763/3cbdf4c93f974f6192e92e275e416229.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-15 04:35:00,2799114,1SPT,2537947,t,NAWA,Nashville Warbler,LEIOTHLYPIS RUFICAPILLA,Aves,72.00,600.82,3.00,0,12000,5382358,1,Song,1,1,t,1,Siena Blier,4251,4892,f,40,50,,889,94360,88654,50,40,50,,889,94513,88928,49,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537947,https://portal.wildtrax.ca/media/aru_tag_clips/45/cf/0f/ec-0676-4ff9-80f2-2485c6c49866/561fcbe695504681a91f43bcc55c8a93.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/45/cf/0f/ec-0676-4ff9-80f2-2485c6c49866/96a257eb8feb42b583c8fefc4c875814.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-15 05:35:00,2799116,1SPT,2537949,t,CANG,Canada Goose,BRANTA CANADENSIS,Aves,174.00,600.82,19.00,0,12000,5382301,1,Song,1,,t,1,Siena Blier,4251,4251,f,40,14,,294,111237,99274,8,40,14,,294,111267,99060,7,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537949,https://portal.wildtrax.ca/media/aru_tag_clips/6b/85/7c/a0-85ee-4004-8a32-c36a8a7f90d3/c36e9a2ef10c49feb43ae69cdf348817.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6b/85/7c/a0-85ee-4004-8a32-c36a8a7f90d3/4daa14e2b99b4356b1836270c6ceb050.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-15 05:35:00,2799116,1SPT,2537949,t,SSHA,Sharp-shinned Hawk,ACCIPITER STRIATUS,Aves,192.00,600.82,5.00,0,12000,5382394,1,Song,1,1,t,1,Siena Blier,4251,4892,f,46,11,,440,81909,80994,73,46,12,,440,81909,81055,73,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537949,https://portal.wildtrax.ca/media/aru_tag_clips/6b/85/7c/a0-85ee-4004-8a32-c36a8a7f90d3/dcce01c20a034f31a6dc85977b16250f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6b/85/7c/a0-85ee-4004-8a32-c36a8a7f90d3/083bc72346624285b115cc3e495286b0.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-15 08:35:00,2799120,1SPT,2537953,t,WOTH,Wood Thrush,HYLOCICHLA MUSTELINA,Aves,52.00,600.82,3.00,0,12000,5382420,1,Song,1,1,t,1,Siena Blier,4251,4251,f,96,21,,664,133362,143738,85,96,21,,664,132996,143860,84,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537953,https://portal.wildtrax.ca/media/aru_tag_clips/7c/64/34/78-0768-430b-a9a2-d8fd2cdd455b/07477ce9cffd4122948ccf1a12bc61bf.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/7c/64/34/78-0768-430b-a9a2-d8fd2cdd455b/7f302905d4014633ad85ad6f44d4b6a3.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-16 06:35:00,2799127,1SPT,2537960,t,REVI,Red-eyed Vireo,VIREO OLIVACEUS,Aves,4.00,600.82,29.00,0,12000,5382380,1,Song,1,,t,1,Siena Blier,4251,4251,f,35,81,,1277,127777,151947,37,35,82,,1277,127625,151489,39,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537960,https://portal.wildtrax.ca/media/aru_tag_clips/1d/2b/43/43-1e24-4333-a117-7c98fc118840/f83329f02b044cbbb39e0cc0a53649cb.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/1d/2b/43/43-1e24-4333-a117-7c98fc118840/b1a40e682b814e1292cf86003a344135.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-16 06:35:00,2799127,1SPT,2537960,t,RWBL,Red-winged Blackbird,AGELAIUS PHOENICEUS,Aves,128.00,600.82,29.00,0,12000,5382385,1,Song,1,,t,1,Siena Blier,4251,4251,f,53,16,,1275,141693,168213,48,53,16,,1275,142090,168518,47,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537960,https://portal.wildtrax.ca/media/aru_tag_clips/1d/2b/43/43-1e24-4333-a117-7c98fc118840/8c1e63a1d3a042c9b76532f0d463958b.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/1d/2b/43/43-1e24-4333-a117-7c98fc118840/b34128c4a2b94873900c4fdb69a790ce.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-16 08:35:00,2799125,1SPT,2537958,t,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,Aves,556.00,600.82,3.00,0,12000,5382412,1,Song,1,1,t,1,Siena Blier,4251,4892,f,0,78,,696,165771,142517,61,0,78,,695,165710,142365,61,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2537958,https://portal.wildtrax.ca/media/aru_tag_clips/ef/cf/0e/61-00ab-417a-9c13-f149711a5e47/1d9e61c0b6d94cd59504d384a8014594.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/ef/cf/0e/61-00ab-417a-9c13-f149711a5e47/181f0b3ca85b41128d70b59e1e0e7760.flac
