"","location","recording_date_time","species_code","species_common_name","tag_rating"
"1425","WILF-2","2025-05-19 06:49:00","YEWA","Yellow Warbler",5
"1426","WILF-2","2025-05-19 07:49:00","BLBW","Blackburnian Warbler",5
"1427","WILF-2","2025-05-19 07:49:00","PUFI","Purple Finch",5
"1428","WILF-2","2025-05-20 06:48:00","YRWA","Yellow-rumped Warbler",5
"1429","WILF-2","2025-05-21 06:47:00","YRWA","Yellow-rumped Warbler",5
"1430","WILF-2","2025-05-21 06:47:00","TEWA","Tennessee Warbler",NA
"1431","WILF-2","2025-05-23 05:45:00","RBGU","Ring-billed Gull",NA
"1432","WILF-2","2025-05-24 04:44:00","AMRO","American Robin",NA
"1433","WILF-2","2025-05-24 05:44:00","REVI","Red-eyed Vireo",NA
"1434","WILF-2","2025-05-24 08:44:00","TEWA","Tennessee Warbler",5
"1435","WILF-2","2025-05-25 04:44:00","AMRO","American Robin",NA
"1436","WILF-2","2025-05-25 05:44:00","WBNU","White-breasted Nuthatch",NA
"1437","WILF-2","2025-05-26 04:43:00","AMRO","American Robin",NA
"1438","WILF-2","2025-05-27 05:42:00","TEWA","Tennessee Warbler",5
"1439","WILF-2","2025-05-27 06:42:00","WBNU","White-breasted Nuthatch",5
"1440","WILF-2","2025-05-27 06:42:00","NOFL","Northern Flicker",5
"1441","WILF-2","2025-05-27 08:42:00","BBWA","Bay-breasted Warbler",5
"1442","WILF-2","2025-05-28 05:41:00","BBWA","Bay-breasted Warbler",5
"1443","WILF-2","2025-05-28 05:41:00","SWTH","Swainson's Thrush",5
"1444","WILF-2","2025-05-29 05:41:00","EUST","European Starling",5
"1445","WILF-2","2025-05-29 08:41:00","EUST","European Starling",5
"1446","WILF-2","2025-05-30 06:40:00","RBGU","Ring-billed Gull",NA
"1447","WILF-2","2025-05-31 05:39:00","CEDW","Cedar Waxwing",5
"1448","WILF-2","2025-05-31 06:39:00","CEDW","Cedar Waxwing",5
"1449","WILF-2","2025-05-31 07:39:00","REVI","Red-eyed Vireo",NA
"1450","WILF-2","2025-06-01 06:39:00","SOSP","Song Sparrow",NA
"1451","WILF-2","2025-06-02 05:38:00","SOSP","Song Sparrow",NA
"1452","WILF-2","2025-06-02 06:38:00","EUST","European Starling",5
"1453","WILF-2","2025-06-02 06:38:00","SOSP","Song Sparrow",NA
"1454","WILF-2","2025-06-03 06:38:00","WBNU","White-breasted Nuthatch",NA
"1455","WILF-2","2025-06-04 04:37:00","MALL","Mallard",5
"1456","WILF-2","2025-06-06 06:36:00","CHSW","Chimney Swift",NA
"1457","WILF-2","2025-06-06 06:36:00","MALL","Mallard",5
"1458","WILF-2","2025-06-06 08:36:00","PHVI","Philadelphia Vireo",5
"1459","WILF-2","2025-06-07 04:36:00","CONI","Common Nighthawk",5
"1460","WILF-2","2025-06-07 06:36:00","HOSP","House Sparrow",NA
"1461","WILF-2","2025-06-07 07:36:00","HOSP","House Sparrow",NA
"1462","WILF-2","2025-06-10 08:35:00","CORA","Common Raven",NA
"1463","WILF-2","2025-06-12 06:35:00","COGR","Common Grackle",NA
"1464","WILF-2","2025-06-12 06:35:00","MALL","Mallard",5
"1465","WILF-2","2025-06-13 06:35:00","AMGO","American Goldfinch",NA
"1466","WILF-2","2025-06-13 06:35:00","HOSP","House Sparrow",NA
"1467","WILF-2","2025-06-13 07:35:00","CHSW","Chimney Swift",NA
"1468","WILF-2","2025-06-13 07:35:00","AMGO","American Goldfinch",NA
"1469","WILF-2","2025-06-14 04:35:00","NOCA","Northern Cardinal",NA
"1470","WILF-2","2025-06-14 06:35:00","NOCA","Northern Cardinal",NA
"1471","WILF-2","2025-06-17 05:35:00","AMGO","American Goldfinch",NA
"1472","WILF-2","2025-06-17 06:35:00","REVI","Red-eyed Vireo",NA
"1473","WILF-2","2025-06-18 08:35:00","DOWO","Downy Woodpecker",NA
"1474","WILF-2","2025-06-19 04:35:00","CHSP","Chipping Sparrow",NA
"1475","WILF-2","2025-06-19 05:35:00","AMRE","American Redstart",5
"1476","WILF-2","2025-06-19 06:35:00","DOWO","Downy Woodpecker",5
"1477","WILF-2","2025-06-20 05:35:00","CHSP","Chipping Sparrow",NA
"1478","WILF-2","2025-06-21 05:35:00","AMCR","American Crow",NA
"1479","WILF-2","2025-06-21 07:35:00","AMCR","American Crow",NA
"1480","WILF-2","2025-06-22 06:36:00","AMCR","American Crow",NA
"1481","WILF-2","2025-06-22 07:36:00","CHSW","Chimney Swift",5
"1482","ZOTI-1","2025-06-13 05:34:00","GRCA","Gray Catbird",5
"1483","ZOTI-1","2025-06-13 05:34:00","SOSP","Song Sparrow",NA
"1484","ZOTI-1","2025-06-13 05:34:00","WAVI","Warbling Vireo",5
"1485","ZOTI-1","2025-06-13 05:34:00","BAOR","Baltimore Oriole",NA
"1486","ZOTI-1","2025-06-13 06:34:00","CANG","Canada Goose",NA
"1487","ZOTI-1","2025-06-13 06:34:00","CHSW","Chimney Swift",5
"1488","ZOTI-1","2025-06-13 07:34:00","GRCA","Gray Catbird",5
"1489","ZOTI-1","2025-06-14 04:34:00","RBGU","Ring-billed Gull",NA
"1490","ZOTI-1","2025-06-14 05:34:00","HOSP","House Sparrow",NA
"1491","ZOTI-1","2025-06-14 05:34:00","CHSP","Chipping Sparrow",5
"1492","ZOTI-1","2025-06-14 06:34:00","YEWA","Yellow Warbler",NA
"1493","ZOTI-1","2025-06-14 06:34:00","AMRE","American Redstart",5
"1494","ZOTI-1","2025-06-14 07:34:00","GCFL","Great Crested Flycatcher",5
"1495","ZOTI-1","2025-06-15 05:34:00","YEWA","Yellow Warbler",NA
"1496","ZOTI-1","2025-06-15 06:34:00","HOSP","House Sparrow",NA
"1497","ZOTI-1","2025-06-15 06:34:00","DOWO","Downy Woodpecker",NA
"1498","ZOTI-1","2025-06-15 06:34:00","CHSW","Chimney Swift",NA
"1499","ZOTI-1","2025-06-15 07:34:00","SOSP","Song Sparrow",NA
"1500","ZOTI-1","2025-06-15 07:34:00","CANG","Canada Goose",NA
"1501","ZOTI-1","2025-06-15 07:34:00","DOWO","Downy Woodpecker",5
"1502","ZOTI-1","2025-06-15 07:34:00","CHSP","Chipping Sparrow",NA
"1503","ZOTI-1","2025-06-15 08:34:00","HOSP","House Sparrow",NA
"1504","ZOTI-1","2025-06-15 08:34:00","AMCR","American Crow",NA
"1505","ZOTI-1","2025-06-16 04:34:00","GRCA","Gray Catbird",5
"1506","ZOTI-1","2025-06-17 05:34:00","NOFL","Northern Flicker",5
"1507","ZOTI-1","2025-06-17 06:34:00","EUST","European Starling",5
"1508","ZOTI-1","2025-06-17 07:34:00","AMRO","American Robin",NA
"1509","ZOTI-1","2025-06-17 08:34:00","RWBL","Red-winged Blackbird",NA
"1510","ZOTI-1","2025-06-18 05:34:00","REVI","Red-eyed Vireo",NA
"1511","ZOTI-1","2025-06-18 06:34:00","NOFL","Northern Flicker",5
"1512","ZOTI-1","2025-06-18 08:34:00","WAVI","Warbling Vireo",5
"1513","ZOTI-1","2025-06-19 07:35:00","BLJA","Blue Jay",NA
"1514","ZOTI-1","2025-06-20 06:35:00","RWBL","Red-winged Blackbird",NA
"1515","ZOTI-1","2025-06-21 05:35:00","EUST","European Starling",5
"1516","ZOTI-1","2025-06-21 06:35:00","YEWA","Yellow Warbler",5
"1517","ZOTI-1","2025-06-21 07:35:00","AMGO","American Goldfinch",NA
"1518","ZOTI-1","2025-06-21 07:35:00","NOCA","Northern Cardinal",NA
"1519","ZOTI-1","2025-06-21 08:35:00","EUST","European Starling",5
"1520","ZOTI-1","2025-06-22 06:35:00","NRWS","Northern Rough-winged Swallow",5
"1521","ZOTI-1","2025-06-22 06:35:00","EAWP","Eastern Wood-Pewee",5
"1522","ZOTI-1","2025-06-22 07:35:00","MAWA","Magnolia Warbler",5
"1523","ZOTI-1","2025-06-22 07:35:00","EAWP","Eastern Wood-Pewee",5
"1524","ZOTI-1","2025-06-22 07:35:00","WAVI","Warbling Vireo",5
"1525","ZOTI-1","2025-06-22 07:35:00","WBNU","White-breasted Nuthatch",NA
"1526","ZOTI-1","2025-06-22 08:35:00","SOSP","Song Sparrow",NA
"1527","ZOTI-1","2025-06-23 04:35:00","BCCH","Black-capped Chickadee",NA
"1528","ZOTI-1","2025-06-23 05:35:00","AMRO","American Robin",NA
"1529","ZOTI-1","2025-06-24 06:36:00","AMRO","American Robin",NA
"1530","ZOTI-1","2025-06-24 08:36:00","MAWA","Magnolia Warbler",5
"1531","ZOTI-1","2025-06-26 07:37:00","GCFL","Great Crested Flycatcher",NA
"1532","ZOTI-1","2025-06-26 08:37:00","CANG","Canada Goose",NA
"1533","ZOTI-1","2025-06-27 06:37:00","BLJA","Blue Jay",NA
"1534","ZOTI-1","2025-06-28 04:37:00","NOCA","Northern Cardinal",NA
"1535","ZOTI-1","2025-06-28 05:37:00","COGR","Common Grackle",NA
"1536","ZOTI-1","2025-06-29 06:38:00","NOCA","Northern Cardinal",NA
"1537","ZOTI-1","2025-06-29 06:38:00","PHVI","Philadelphia Vireo",5
"1538","ZOTI-1","2025-06-29 08:38:00","AMRE","American Redstart",5
"1539","ZOTI-1","2025-06-29 08:38:00","HAWO","Hairy Woodpecker",5
"1540","ZOTI-1","2025-07-01 05:39:00","COGR","Common Grackle",5
"1541","ZOTI-1","2025-07-01 05:39:00","REVI","Red-eyed Vireo",5
"1542","ZOTI-1","2025-07-02 06:40:00","COGR","Common Grackle",NA
"1543","ZOTI-1","2025-07-02 07:40:00","BCCH","Black-capped Chickadee",NA
"1544","ZOTI-1","2025-07-02 07:40:00","CEDW","Cedar Waxwing",5
"1545","ZOTI-1","2025-07-02 08:40:00","RWBL","Red-winged Blackbird",NA
"1546","ZOTI-1","2025-07-03 05:40:00","HAWO","Hairy Woodpecker",5
"1547","ZOTI-1","2025-07-03 05:40:00","COTE","Common Tern",NA
"1548","ZOTI-1","2025-07-03 05:40:00","CEDW","Cedar Waxwing",NA
"1549","ZOTI-1","2025-07-04 06:41:00","AMCR","American Crow",NA
"1550","ZOTI-1","2025-07-05 08:42:00","HAWO","Hairy Woodpecker",5
"1551","ZOTI-1","2025-07-05 08:42:00","AMGO","American Goldfinch",NA
"1552","ZOTI-1","2025-07-06 07:42:00","WOTH","Wood Thrush",5
"1553","ZOTI-1","2025-07-06 08:42:00","WOTH","Wood Thrush",5
"1554","ZOTI-1","2025-07-06 08:42:00","CEDW","Cedar Waxwing",NA
"1555","ZOTI-1","2025-07-07 06:43:00","MAWA","Magnolia Warbler",5
"1556","ZOTI-1","2025-07-07 08:43:00","CHSW","Chimney Swift",NA
"1557","ZOTI-1","2025-07-08 05:44:00","NOFL","Northern Flicker",5
"1558","ZOTI-1","2025-07-08 06:44:00","BLJA","Blue Jay",NA
"1559","ZOTI-1","2025-07-08 08:44:00","BHCO","Brown-headed Cowbird",NA
"1560","ZOTI-1","2025-07-09 05:45:00","WBNU","White-breasted Nuthatch",NA
"1561","ZOTI-1","2025-07-09 05:45:00","CHSP","Chipping Sparrow",NA
"1562","ZOTI-1","2025-07-09 08:45:00","WBNU","White-breasted Nuthatch",NA
"1563","ZOTI-1","2025-07-10 06:45:00","DOWO","Downy Woodpecker",NA
"1564","ZOTI-1","2025-07-10 07:45:00","AMRE","American Redstart",5
"1565","ZOTI-1","2025-07-10 07:45:00","OVEN","Ovenbird",5
"1566","ZOTI-1","2025-07-11 04:46:00","RBGU","Ring-billed Gull",NA
"1567","ZOTI-1","2025-07-11 05:46:00","AMGO","American Goldfinch",NA
"1568","ZOTI-1","2025-07-11 06:46:00","RBGU","Ring-billed Gull",NA
"1569","ZOTI-2","2025-06-13 04:34:00","WAVI","Warbling Vireo",5
"1570","ZOTI-2","2025-06-13 05:34:00","EUST","European Starling",5
"1571","ZOTI-2","2025-06-13 05:34:00","CANG","Canada Goose",NA
"1572","ZOTI-2","2025-06-13 05:34:00","WAVI","Warbling Vireo",5
"1573","ZOTI-2","2025-06-13 06:34:00","EUST","European Starling",5
"1574","ZOTI-2","2025-06-13 08:34:00","EAKI","Eastern Kingbird",5
"1575","ZOTI-2","2025-06-13 08:34:00","EABL","Eastern Bluebird",NA
"1576","ZOTI-2","2025-06-14 06:34:00","HOSP","House Sparrow",NA
"1577","ZOTI-2","2025-06-14 08:34:00","RBGU","Ring-billed Gull",NA
"1578","ZOTI-2","2025-06-14 08:34:00","EUST","European Starling",5
"1579","ZOTI-2","2025-06-15 05:34:00","YEWA","Yellow Warbler",NA
"1580","ZOTI-2","2025-06-15 05:34:00","CANG","Canada Goose",NA
"1581","ZOTI-2","2025-06-15 06:34:00","YEWA","Yellow Warbler",5
"1582","ZOTI-2","2025-06-15 08:34:00","EAKI","Eastern Kingbird",5
"1583","ZOTI-2","2025-06-16 08:34:00","BCCH","Black-capped Chickadee",NA
"1584","ZOTI-2","2025-06-16 08:34:00","BAOR","Baltimore Oriole",5
"1585","ZOTI-2","2025-06-16 08:34:00","SOSP","Song Sparrow",NA
"1586","ZOTI-2","2025-06-17 05:34:00","AMCR","American Crow",NA
"1587","ZOTI-2","2025-06-18 05:34:00","RWBL","Red-winged Blackbird",NA
"1588","ZOTI-2","2025-06-18 06:34:00","RBGU","Ring-billed Gull",NA
"1589","ZOTI-2","2025-06-18 08:34:00","RWBL","Red-winged Blackbird",NA
"1590","ZOTI-2","2025-06-19 06:35:00","SOSP","Song Sparrow",NA
"1591","ZOTI-2","2025-06-19 07:35:00","CANG","Canada Goose",NA
"1592","ZOTI-2","2025-06-20 07:35:00","NOFL","Northern Flicker",5
"1593","ZOTI-2","2025-06-21 06:35:00","CSWA","Chestnut-sided Warbler",5
"1594","ZOTI-2","2025-06-22 04:35:00","EABL","Eastern Bluebird",NA
"1595","ZOTI-2","2025-06-22 05:35:00","HAWO","Hairy Woodpecker",5
"1596","ZOTI-2","2025-06-22 05:35:00","BAOR","Baltimore Oriole",NA
"1597","ZOTI-2","2025-06-22 08:35:00","NOCA","Northern Cardinal",NA
"1598","ZOTI-2","2025-06-22 08:35:00","CEDW","Cedar Waxwing",5
"1599","ZOTI-2","2025-06-23 05:35:00","RWBL","Red-winged Blackbird",NA
"1600","ZOTI-2","2025-06-23 05:35:00","COTE","Common Tern",NA
"1601","ZOTI-2","2025-06-23 06:35:00","BLJA","Blue Jay",NA
"1602","ZOTI-2","2025-06-24 06:36:00","CSWA","Chestnut-sided Warbler",5
"1603","ZOTI-2","2025-06-24 08:36:00","NOFL","Northern Flicker",5
"1604","ZOTI-2","2025-06-24 08:36:00","CHSP","Chipping Sparrow",NA
"1605","ZOTI-2","2025-06-25 05:36:00","RBNU","Red-breasted Nuthatch",NA
"1606","ZOTI-2","2025-06-26 05:37:00","CEDW","Cedar Waxwing",NA
"1607","ZOTI-2","2025-06-26 07:37:00","DOWO","Downy Woodpecker",NA
"1608","ZOTI-2","2025-06-26 08:37:00","BLJA","Blue Jay",NA
"1609","ZOTI-2","2025-06-27 05:37:00","MAWA","Magnolia Warbler",5
"1610","ZOTI-2","2025-06-27 05:37:00","SOSP","Song Sparrow",NA
"1611","ZOTI-2","2025-06-27 06:37:00","BLJA","Blue Jay",NA
"1612","ZOTI-2","2025-06-27 07:37:00","YEWA","Yellow Warbler",NA
"1613","ZOTI-2","2025-06-27 08:37:00","DOWO","Downy Woodpecker",5
"1614","ZOTI-2","2025-06-28 04:37:00","NOCA","Northern Cardinal",NA
"1615","ZOTI-2","2025-06-28 05:37:00","COGR","Common Grackle",NA
"1616","ZOTI-2","2025-06-29 04:38:00","AMRO","American Robin",NA
"1617","ZOTI-2","2025-06-29 08:38:00","AMRE","American Redstart",5
"1618","ZOTI-2","2025-06-30 05:38:00","AMRE","American Redstart",5
"1619","ZOTI-2","2025-06-30 06:38:00","AMRE","American Redstart",5
"1620","ZOTI-2","2025-06-30 08:38:00","COGR","Common Grackle",NA
"1621","ZOTI-2","2025-06-30 08:38:00","CHSP","Chipping Sparrow",NA
"1622","ZOTI-2","2025-06-30 08:38:00","AMGO","American Goldfinch",NA
"1623","ZOTI-2","2025-06-30 08:38:00","EAKI","Eastern Kingbird",5
"1624","ZOTI-2","2025-07-01 06:39:00","MAWA","Magnolia Warbler",5
"1625","ZOTI-2","2025-07-02 06:40:00","COGR","Common Grackle",NA
"1626","ZOTI-2","2025-07-02 07:40:00","BCCH","Black-capped Chickadee",NA
"1627","ZOTI-2","2025-07-02 08:40:00","NOFL","Northern Flicker",NA
"1628","ZOTI-2","2025-07-03 05:40:00","COTE","Common Tern",NA
"1629","ZOTI-2","2025-07-03 07:40:00","CEDW","Cedar Waxwing",NA
"1630","ZOTI-2","2025-07-03 07:40:00","AMRO","American Robin",NA
"1631","ZOTI-2","2025-07-04 05:41:00","AMCR","American Crow",NA
"1632","ZOTI-2","2025-07-05 05:42:00","RBGU","Ring-billed Gull",NA
"1633","ZOTI-2","2025-07-05 08:42:00","WAVI","Warbling Vireo",5
"1634","ZOTI-2","2025-07-05 08:42:00","AMRO","American Robin",NA
"1635","ZOTI-2","2025-07-06 06:42:00","RBNU","Red-breasted Nuthatch",NA
"1636","ZOTI-2","2025-07-08 05:44:00","REVI","Red-eyed Vireo",NA
"1637","ZOTI-2","2025-07-08 08:44:00","REVI","Red-eyed Vireo",NA
"1638","ZOTI-2","2025-07-09 05:45:00","REVI","Red-eyed Vireo",5
"1639","ZOTI-2","2025-07-09 06:45:00","AMGO","American Goldfinch",NA
"1640","ZOTI-2","2025-07-09 08:45:00","DOWO","Downy Woodpecker",5
"1641","ZOTI-2","2025-07-10 05:45:00","NOCA","Northern Cardinal",NA
"1642","ZOTI-2","2025-07-10 06:45:00","GRCA","Gray Catbird",5
"1643","ZOTI-2","2025-07-11 05:46:00","AMGO","American Goldfinch",NA
"1644","ZOTI-2","2025-07-11 07:46:00","CHSP","Chipping Sparrow",NA
